\lambda [nm]	
838.1199951	0.000955023
838.2999878	0.00099485
838.4799805	0.00096432
838.6599731	0.000965408
838.8399658	0.000978512
839.0199585	0.001016052
839.2000122	0.001016696
839.3800049	0.000998784
839.5599976	0.001024798
839.7399902	0.00098165
839.9199829	0.001028689
840.0999756	0.000990082
840.2799683	0.000985228
840.4599609	0.000952877
840.6400146	0.000993479
840.8200073	0.000979358
841	0.000992337
841.1799927	0.00100911
841.3599854	0.001031901
841.539978	0.000997598
841.7199707	0.001022265
841.8999634	0.000941596
842.0800171	0.001013124
842.2600098	0.000990908
842.4400024	0.000994287
842.6199951	0.001027114
842.7999878	0.000989646
842.9799805	0.001009108
843.1599731	0.001035988
843.3399658	0.00103898
843.5200195	0.00103632
843.7000122	0.0009922
843.8800049	0.001032851
844.0599976	0.001039558
844.2399902	0.000988095
844.4199829	0.000988886
844.5999756	0.000992478
844.7799683	0.001023389
844.9599609	0.000987963
845.1400146	0.00099047
845.3200073	0.001014329
845.5	0.001052172
845.6799927	0.000972839
845.8599854	0.001012441
846.039978	0.001006604
846.2199707	0.001015589
846.3999634	0.001025611
846.5800171	0.000984705
846.7600098	0.00097237
846.9400024	0.000975585
847.1199951	0.000960956
847.2999878	0.000990592
847.4799805	0.000970013
847.6599731	0.001008258
847.8399658	0.001048369
848.0200195	0.001000695
848.2000122	0.001005779
848.3800049	0.000983051
848.5599976	0.000971134
848.7399902	0.001016209
848.9199829	0.000992646
849.0999756	0.000996841
849.2799683	0.000992685
849.4599609	0.000990267
849.6400146	0.001030827
849.8200073	0.001029268
850	0.000996931
850.1799927	0.001022773
850.3599854	0.000992342
850.539978	0.000971371
850.7199707	0.000988574
850.8999634	0.000994852
851.0800171	0.00101037
851.2600098	0.001032125
851.4400024	0.000961405
851.6199951	0.001065788
851.7999878	0.001035251
851.9799805	0.00102729
852.1599731	0.001033824
852.3399658	0.001038281
852.5200195	0.001048683
852.7000122	0.001020064
852.8800049	0.001068208
853.0599976	0.001010743
853.2399902	0.001045641
853.4199829	0.000996809
853.5999756	0.00103732
853.7799683	0.001057147
853.9599609	0.001010725
854.1400146	0.001046436
854.3200073	0.001026715
854.5	0.001038778
854.6799927	0.001007823
854.8599854	0.001008422
855.039978	0.000966991
855.2199707	0.001004023
855.3999634	0.001044044
855.5800171	0.001034469
855.7600098	0.001052897
855.9400024	0.001036442
856.1199951	0.001047314
856.2999878	0.001042854
856.4799805	0.001044983
856.6599731	0.001027604
856.8399658	0.001055542
857.0200195	0.001055632
857.2000122	0.001053976
857.3800049	0.001014863
857.5599976	0.001072112
857.7399902	0.001022122
857.9199829	0.001080008
858.0999756	0.00108285
858.2799683	0.001072597
858.4599609	0.001049022
858.6400146	0.001117949
858.8200073	0.001080253
859	0.001114266
859.1799927	0.001094384
859.3599854	0.001047592
859.539978	0.001105717
859.7199707	0.001074406
859.8999634	0.001032551
860.0800171	0.00110538
860.2600098	0.001071789
860.4400024	0.001084759
860.6199951	0.001100727
860.7999878	0.001090446
860.9799805	0.001070533
861.1599731	0.001080526
861.3399658	0.001137072
861.5200195	0.001103779
861.7000122	0.001105933
861.8800049	0.001125228
862.0599976	0.001114201
862.2399902	0.001110983
862.4199829	0.001176005
862.5999756	0.001145752
862.7799683	0.001088702
862.9599609	0.00110161
863.1400146	0.001185967
863.3200073	0.001162639
863.5	0.00114048
863.6799927	0.001132256
863.8599854	0.00117905
864.039978	0.001140379
864.2199707	0.001161544
864.3999634	0.001157773
864.5800171	0.001203282
864.7600098	0.001130503
864.9400024	0.001176988
865.1199951	0.001195544
865.2999878	0.001144531
865.4799805	0.001186659
865.6599731	0.001182573
865.8399658	0.001171002
866.0200195	0.001068403
866.2000122	0.001156803
866.3800049	0.001166542
866.5599976	0.001149988
866.7399902	0.001115014
866.9199829	0.00118011
867.0999756	0.001142163
867.2799683	0.00115442
867.4599609	0.001155022
867.6400146	0.001150285
867.8200073	0.001198306
868	0.00111239
868.1799927	0.001149861
868.3599854	0.001162659
868.539978	0.001123056
868.7199707	0.001128178
868.8999634	0.001107427
869.0800171	0.001086785
869.2600098	0.001139142
869.4400024	0.001118716
869.6199951	0.001131302
869.7999878	0.00109124
869.9799805	0.001136398
870.1599731	0.00107626
870.3399658	0.001075173
870.5200195	0.001126137
870.7000122	0.00108702
870.8800049	0.00107517
871.0599976	0.001052943
871.2399902	0.001099139
871.4199829	0.001077326
871.5999756	0.00108847
871.7799683	0.001079405
871.9599609	0.001082516
872.1400146	0.001081887
872.3200073	0.001052936
872.5	0.001121289
872.6799927	0.00110714
872.8599854	0.001099998
873.039978	0.001054222
873.2199707	0.001090768
873.3999634	0.00107241
873.5800171	0.00104922
873.7600098	0.001099361
873.9400024	0.001055819
874.1199951	0.001068585
874.2999878	0.001111129
874.4799805	0.00100029
874.6599731	0.001038044
874.8399658	0.001064303
875.0200195	0.001074767
875.2000122	0.001056264
875.3800049	0.001064844
875.5599976	0.001089149
875.7399902	0.001040059
875.9199829	0.00105794
876.0999756	0.001082883
876.2799683	0.001037448
876.4599609	0.001060923
876.6400146	0.001031075
876.8200073	0.001047758
877	0.00105337
877.1799927	0.001023367
877.3599854	0.001049557
877.539978	0.001034371
877.7199707	0.001073118
877.8999634	0.001044191
878.0800171	0.001000116
878.2600098	0.001037773
878.4400024	0.001048982
878.6199951	0.001012376
878.7999878	0.001020138
878.9799805	0.00105323
879.1599731	0.001032829
879.3399658	0.00105262
879.5200195	0.001053839
879.7000122	0.001098209
879.8800049	0.00106746
880.0599976	0.001078345
880.2399902	0.001064283
880.4199829	0.0010478
880.5999756	0.001083393
880.7799683	0.001090813
880.9599609	0.001024046
881.1400146	0.00104408
881.3200073	0.001080772
881.5	0.001025519
881.6799927	0.001044979
881.8599854	0.001033391
882.039978	0.001081676
882.2199707	0.001032018
882.3999634	0.001044965
882.5800171	0.001060677
882.7600098	0.001069161
882.9400024	0.001054321
883.1199951	0.001089545
883.2999878	0.001027507
883.4799805	0.001011108
883.6599731	0.001028436
883.8399658	0.001038039
884.0200195	0.0010438
884.2000122	0.001039858
884.3800049	0.001041453
884.5599976	0.001066826
884.7399902	0.001072222
884.9199829	0.001094236
885.0999756	0.001090211
885.2799683	0.001075675
885.4599609	0.001112271
885.6400146	0.001046394
885.8200073	0.001023659
886	0.001126609
886.1799927	0.001100868
886.3599854	0.001067798
886.539978	0.001107159
886.7199707	0.001102709
886.8999634	0.001095079
887.0800171	0.00109849
887.2600098	0.001080878
887.4400024	0.001109145
887.6199951	0.001083331
887.7999878	0.00112512
887.9799805	0.001094988
888.1599731	0.001152113
888.3399658	0.001115283
888.5200195	0.001129851
888.7000122	0.001064085
888.8800049	0.001082923
889.0599976	0.001081274
889.2399902	0.001150385
889.4199829	0.001166643
889.5999756	0.001099723
889.7799683	0.001076659
889.9599609	0.00112964
890.1400146	0.001142307
890.3200073	0.001171497
890.5	0.001151108
890.6799927	0.001179235
890.8599854	0.001141821
891.039978	0.001225252
891.2199707	0.001195117
891.3999634	0.001202721
891.5800171	0.001194072
891.7600098	0.001172307
891.9400024	0.00116878
892.1199951	0.001153834
892.2999878	0.001174658
892.4799805	0.001223583
892.6599731	0.00127966
892.8399658	0.001265406
893.0200195	0.001296947
893.2000122	0.001298762
893.3800049	0.001301716
893.5599976	0.001274701
893.7399902	0.001289589
893.9199829	0.001362378
894.0999756	0.001345606
894.2799683	0.001341266
894.4599609	0.001345705
894.6400146	0.001322048
894.8200073	0.001408195
895	0.001404037
895.1799927	0.001422786
895.3599854	0.001451588
895.539978	0.00145735
895.7199707	0.001487173
895.8999634	0.001504897
896.0800171	0.001493946
896.2600098	0.001551786
896.4400024	0.001566839
896.6199951	0.001561466
896.7999878	0.001549786
896.9799805	0.00159821
897.1599731	0.001626137
897.3399658	0.001601907
897.5200195	0.001668047
897.7000122	0.001757243
897.8800049	0.001700774
898.0599976	0.001702634
898.2399902	0.001788352
898.4199829	0.001775864
898.5999756	0.001811608
898.7799683	0.001797817
898.9599609	0.001866036
899.1400146	0.001892862
899.3200073	0.001908306
899.5	0.001884125
899.6799927	0.001895633
899.8599854	0.001857814
900.039978	0.001913191
900.2199707	0.001997677
900.3999634	0.001931363
900.5800171	0.001963732
900.7600098	0.001982636
900.9400024	0.001949753
901.1199951	0.001984099
901.2999878	0.001974734
901.4799805	0.001992789
901.6599731	0.001937322
901.8399658	0.001931436
902.0200195	0.00195918
902.2000122	0.001928595
902.3800049	0.001974459
902.5599976	0.001877191
902.7399902	0.001879565
902.9199829	0.00192237
903.0999756	0.001902061
903.2799683	0.001910067
903.4599609	0.001917051
903.6400146	0.00185114
903.8200073	0.001884294
904	0.001842448
904.1799927	0.001846759
904.3599854	0.001802098
904.539978	0.001898966
904.7199707	0.001838935
904.8999634	0.001812275
905.0800171	0.001820032
905.2600098	0.001809482
905.4400024	0.001746217
905.6199951	0.001769301
905.7999878	0.001779098
905.9799805	0.001756618
906.1599731	0.001724696
906.3399658	0.001731903
906.5200195	0.001755308
906.7000122	0.0017597
906.8800049	0.001698239
907.0599976	0.001719098
907.2399902	0.001732953
907.4199829	0.001694596
907.5999756	0.001681646
907.7799683	0.001691958
907.960022	0.001667411
908.1400146	0.001676117
908.3200073	0.00168911
908.5	0.001722685
908.6799927	0.001671983
908.8599854	0.001628994
909.039978	0.001695251
909.2199707	0.001678732
909.3999634	0.001640305
909.5800171	0.001714295
909.7600098	0.001637569
909.9400024	0.00168111
910.1199951	0.001641935
910.2999878	0.001713316
910.4799805	0.00173129
910.6599731	0.00169703
910.8399658	0.001685632
911.0200195	0.001711229
911.2000122	0.001753131
911.3800049	0.001720735
911.5599976	0.001771692
911.7399902	0.001740414
911.9199829	0.001806262
912.0999756	0.001719093
912.2799683	0.00180472
912.460022	0.001771755
912.6400146	0.001806396
912.8200073	0.001803142
913	0.0017825
913.1799927	0.001828082
913.3599854	0.001835791
913.539978	0.00188829
913.7199707	0.001857684
913.8999634	0.001872901
914.0800171	0.00192612
914.2600098	0.001922619
914.4400024	0.001945234
914.6199951	0.001971347
914.7999878	0.002002116
914.9799805	0.002014894
915.1599731	0.002054333
915.3399658	0.002078439
915.5200195	0.002097854
915.7000122	0.002082561
915.8800049	0.002181768
916.0599976	0.002240103
916.2399902	0.002213031
916.4199829	0.002280535
916.5999756	0.002330419
916.7799683	0.002388405
916.960022	0.002436074
917.1400146	0.002480559
917.3200073	0.002464115
917.5	0.002586304
917.6799927	0.00267737
917.8599854	0.002694933
918.039978	0.002725884
918.2199707	0.002776797
918.3999634	0.002877192
918.5800171	0.002929836
918.7600098	0.003053031
918.9400024	0.003072928
919.1199951	0.003128753
919.2999878	0.003279617
919.4799805	0.003290068
919.6599731	0.003329108
919.8399658	0.003475415
920.0200195	0.003530439
920.2000122	0.003628225
920.3800049	0.003692312
920.5599976	0.00380705
920.7399902	0.003834328
920.9199829	0.003885172
921.0999756	0.003914179
921.2799683	0.003966683
921.460022	0.00408499
921.6400146	0.004093954
921.8200073	0.004160823
922	0.004218226
922.1799927	0.004255452
922.3599854	0.004240281
922.539978	0.004291253
922.7199707	0.004277338
922.8999634	0.004265351
923.0800171	0.004297782
923.2600098	0.004256692
923.4400024	0.004198067
923.6199951	0.00419715
923.7999878	0.004177763
923.9799805	0.004111218
924.1599731	0.004121919
924.3399658	0.004066892
924.5200195	0.003984308
924.7000122	0.00397497
924.8800049	0.003917332
925.0599976	0.00385406
925.2399902	0.003766181
925.4199829	0.003651721
925.5999756	0.003657984
925.7799683	0.003570842
925.960022	0.003417182
926.1400146	0.003380454
926.3200073	0.003319473
926.5	0.003218514
926.6799927	0.00322291
926.8599854	0.003104297
927.039978	0.003031498
927.2199707	0.002994349
927.3999634	0.002943745
927.5800171	0.002912773
927.7600098	0.002783654
927.9400024	0.002789142
928.1199951	0.002657087
928.2999878	0.002707259
928.4799805	0.002610442
928.6599731	0.002528099
928.8399658	0.002477327
929.0200195	0.002511095
929.2000122	0.0024286
929.3800049	0.002411726
929.5599976	0.00235015
929.7399902	0.002382411
929.9199829	0.002267649
930.0999756	0.002279207
930.2799683	0.002283893
930.460022	0.002173668
930.6400146	0.002217726
930.8200073	0.002163636
931	0.002179572
931.1799927	0.002133415
931.3599854	0.002074852
931.539978	0.002094044
931.7199707	0.002020092
931.8999634	0.002025331
932.0800171	0.001999506
932.2600098	0.001999097
932.4400024	0.002029835
932.6199951	0.001997153
932.7999878	0.001975842
932.9799805	0.002010274
933.1599731	0.001942325
933.3399658	0.00195196
933.5200195	0.001957917
933.7000122	0.001898674
933.8800049	0.00189399
934.0599976	0.001879142
934.2399902	0.001930512
934.4199829	0.001913055
934.5999756	0.001929557
934.7799683	0.001920275
934.960022	0.001860862
935.1400146	0.001906512
935.3200073	0.001904628
935.5	0.001854759
935.6799927	0.001811376
935.8599854	0.001908264
936.039978	0.001872099
936.2199707	0.001887778
936.3999634	0.001865083
936.5800171	0.001903779
936.7600098	0.001808157
936.9400024	0.001885058
937.1199951	0.001871929
937.2999878	0.001929407
937.4799805	0.001880514
937.6599731	0.001899688
937.8399658	0.001885357
938.0200195	0.001952745
938.2000122	0.001950535
938.3800049	0.001939782
938.5599976	0.001918041
938.7399902	0.001956339
938.9199829	0.001941133
939.0999756	0.001955301
939.2799683	0.002005746
939.460022	0.001983209
939.6400146	0.001996388
939.8200073	0.002050794
940	0.002034656
940.1799927	0.002049707
940.3599854	0.002030435
940.539978	0.002018477
940.7199707	0.002053029
940.8999634	0.002101409
941.0800171	0.002101336
941.2600098	0.002115211
941.4400024	0.002171358
941.6199951	0.002184703
941.7999878	0.00222029
941.9799805	0.0022127
942.1599731	0.002257667
942.3399658	0.002263041
942.5200195	0.002283468
942.7000122	0.002289666
942.8800049	0.002302215
943.0599976	0.00235818
943.2399902	0.002392228
943.4199829	0.002418862
943.5999756	0.002450624
943.7799683	0.002504304
943.960022	0.002427562
944.1400146	0.002496365
944.3200073	0.002540621
944.5	0.002586789
944.6799927	0.002533756
944.8599854	0.002661827
945.039978	0.002689551
945.2199707	0.00266373
945.3999634	0.002699471
945.5800171	0.002719575
945.7600098	0.002734765
945.9400024	0.002781195
946.1199951	0.002798853
946.2999878	0.002827272
946.4799805	0.002876262
946.6599731	0.002905249
946.8399658	0.002940859
947.0200195	0.002931148
947.2000122	0.002997824
947.3800049	0.002997634
947.5599976	0.002949422
947.7399902	0.003061594
947.9199829	0.00302957
948.0999756	0.002975735
948.2799683	0.003062622
948.460022	0.003147657
948.6400146	0.003118965
948.8200073	0.003048752
949	0.003070543
949.1799927	0.003116097
949.3599854	0.003105641
949.539978	0.002995961
949.7199707	0.003061
949.8999634	0.003038655
950.0800171	0.003054618
950.2600098	0.003046661
950.4400024	0.002974027
950.6199951	0.003022813
950.7999878	0.002970818
950.9799805	0.00289192
951.1599731	0.002824611
951.3399658	0.002849577
951.5200195	0.002837502
951.7000122	0.002878912
951.8800049	0.002800215
952.0599976	0.002766444
952.2399902	0.002771366
952.4199829	0.002719344
952.5999756	0.002640575
952.7799683	0.002604317
952.960022	0.002662967
953.1400146	0.002563541
953.3200073	0.002587189
953.5	0.002439401
953.6799927	0.002460114
953.8599854	0.002443075
954.039978	0.00240817
954.2199707	0.002348177
954.3999634	0.00237293
954.5800171	0.002336611
954.7600098	0.002373957
954.9400024	0.002262558
955.1199951	0.002178248
955.2999878	0.002280113
955.4799805	0.002190186
955.6599731	0.002172261
955.8399658	0.002147845
956.0200195	0.002128031
956.2000122	0.002118019
956.3800049	0.002051931
956.5599976	0.002128984
956.7399902	0.00210596
956.9199829	0.002050497
957.0999756	0.002025469
957.2799683	0.00205281
957.460022	0.001962598
957.6400146	0.00195597
957.8200073	0.001952898
958	0.001943763
958.1799927	0.001910288
958.3599854	0.00195997
958.539978	0.001958003
958.7199707	0.001924646
958.8999634	0.001939329
959.0800171	0.001935582
959.2600098	0.001873678
959.4400024	0.001877792
959.6199951	0.001903856
959.7999878	0.00188143
959.9799805	0.001855919
960.1599731	0.001825489
960.3399658	0.001852798
960.5200195	0.001885282
960.7000122	0.001819479
960.8800049	0.001795449
961.0599976	0.001848481
961.2399902	0.001792728
961.4199829	0.001793103
961.5999756	0.00178479
961.7799683	0.001790355
961.960022	0.001812865
962.1400146	0.001804312
962.3200073	0.001808771
962.5	0.001794543
962.6799927	0.001753026
962.8599854	0.001768245
963.039978	0.001793702
963.2199707	0.001775499
963.3999634	0.001818324
963.5800171	0.001753051
963.7600098	0.001777813
963.9400024	0.001725786
964.1199951	0.001760835
964.2999878	0.001802619
964.4799805	0.001772647
964.6599731	0.00175238
964.8399658	0.001805621
965.0200195	0.001796068
965.2000122	0.001735617
965.3800049	0.001764549
965.5599976	0.001754452
965.7399902	0.001748168
965.9199829	0.001815291
966.0999756	0.001775839
966.2799683	0.00177974
966.460022	0.001803217
966.6400146	0.001765705
966.8200073	0.001801503
967	0.001707373
967.1799927	0.00180857
967.3599854	0.001761784
967.539978	0.001777602
967.7199707	0.001872662
967.9000244	0.001761236
968.0800171	0.001808197
968.2600098	0.001775757
968.4400024	0.001723996
968.6199951	0.001747217
968.7999878	0.001782967
968.9799805	0.001783347
969.1599731	0.001780882
969.3399658	0.001785971
969.5200195	0.001756125
969.7000122	0.001748446
969.8800049	0.001726537
970.0599976	0.001723346
970.2399902	0.001732028
970.4199829	0.001748386
970.5999756	0.0017602
970.7799683	0.001708708
970.960022	0.001732565
971.1400146	0.001694191
971.3200073	0.001677018
971.5	0.001681906
971.6799927	0.001646275
971.8599854	0.001662105
972.039978	0.001598952
972.2199707	0.00158845
972.4000244	0.001585876
972.5800171	0.001588563
972.7600098	0.001615074
972.9400024	0.001533939
973.1199951	0.00159229
973.2999878	0.001606365
973.4799805	0.001574747
973.6599731	0.001467344
973.8399658	0.001500895
974.0200195	0.001513191
974.2000122	0.001482054
974.3800049	0.001530105
974.5599976	0.001421765
974.7399902	0.001443173
974.9199829	0.001447953
975.0999756	0.001419458
975.2799683	0.001364527
975.460022	0.001416562
975.6400146	0.00137136
975.8200073	0.001418026
976	0.001393762
976.1799927	0.001378715
976.3599854	0.001370388
976.539978	0.001385726
976.7199707	0.001320433
976.9000244	0.001314186
977.0800171	0.001288015
977.2600098	0.001297694
977.4400024	0.001276359
977.6199951	0.001302452
977.7999878	0.001292637
977.9799805	0.00124992
978.1599731	0.001261999
978.3399658	0.001222158
978.5200195	0.001210453
978.7000122	0.001236286
978.8800049	0.001212939
979.0599976	0.001218117
979.2399902	0.001215346
979.4199829	0.001186004
979.5999756	0.001152552
979.7799683	0.001183038
979.960022	0.001198764
980.1400146	0.001174271
980.3200073	0.001160665
980.5	0.001152958
980.6799927	0.001179711
980.8599854	0.001167584
981.039978	0.001142104
981.2199707	0.001174882
981.4000244	0.001109302
981.5800171	0.001086486
981.7600098	0.001149862
981.9400024	0.001114634
982.1199951	0.001165807
982.2999878	0.001101475
982.4799805	0.001091463
982.6599731	0.001143693
982.8399658	0.001101672
983.0200195	0.001167294
983.2000122	0.001123526
983.3800049	0.001123385
983.5599976	0.001104341
983.7399902	0.001084693
983.9199829	0.001134351
984.0999756	0.00107165
984.2799683	0.001123047
984.460022	0.001094027
984.6400146	0.001124656
984.8200073	0.001126968
985	0.001120094
985.1799927	0.001084302
985.3599854	0.00107569
985.539978	0.001083656
985.7199707	0.001045863
985.9000244	0.001131042
986.0800171	0.001105059
986.2600098	0.001075236
986.4400024	0.001146036
986.6199951	0.001080066
986.7999878	0.001098899
986.9799805	0.001087798
987.1599731	0.001083416
987.3399658	0.001098271
987.5200195	0.001119985
987.7000122	0.001022027
987.8800049	0.001063787
988.0599976	0.001080626
988.2399902	0.001052593
988.4199829	0.001101312
988.5999756	0.001078338
988.7799683	0.001063538
988.960022	0.001047179
989.1400146	0.001082054
989.3200073	0.001045434
989.5	0.0010576
989.6799927	0.001079198
989.8599854	0.001037974
990.039978	0.001060756
990.2199707	0.001030441
990.4000244	0.00105908
990.5800171	0.001126733
990.7600098	0.001036336
990.9400024	0.0010815
991.1199951	0.001044895
991.2999878	0.001024615
991.4799805	0.001025715
991.6599731	0.001084624
991.8399658	0.001108094
992.0200195	0.001028976
992.2000122	0.001033002
992.3800049	0.00105371
992.5599976	0.00106078
992.7399902	0.001103657
992.9199829	0.001039523
993.0999756	0.001059293
993.2799683	0.001070557
993.460022	0.001100687
993.6400146	0.001039648
993.8200073	0.001033445
994	0.001047332
994.1799927	0.00107047
994.3599854	0.001062444
994.539978	0.001049081
994.7199707	0.001024632
994.9000244	0.001045889
995.0800171	0.001023863
995.2600098	0.001070068
995.4400024	0.001048561
995.6199951	0.001036734
995.7999878	0.001044493
995.9799805	0.001103378
996.1599731	0.001009063
996.3399658	0.001008018
996.5200195	0.001027614
996.7000122	0.001051529
996.8800049	0.000995238
997.0599976	0.001020562
997.2399902	0.001021034
997.4199829	0.001053843
997.5999756	0.001051579
997.7799683	0.001047679
997.960022	0.00108117
998.1400146	0.000978677
998.3200073	0.001001369
998.5	0.001086301
998.6799927	0.001082726
998.8599854	0.001078362
999.039978	0.001065078
999.2199707	0.00102809
999.4000244	0.001032077
999.5800171	0.001086392
999.7600098	0.001054519
999.9400024	0.001043792
1000.119995	0.001040716
1000.299988	0.001071091
1000.47998	0.001062576
1000.659973	0.001045162
1000.839966	0.001041747
1001.02002	0.001076413
1001.200012	0.001063104
1001.380005	0.001038797
1001.559998	0.001034782
1001.73999	0.00104808
1001.919983	0.001075303
1002.099976	0.00102762
1002.279968	0.00110081
1002.460022	0.001028388
1002.640015	0.001023874
1002.820007	0.001062371
1003	0.001050301
1003.179993	0.001062461
1003.359985	0.001051637
1003.539978	0.001051199
1003.719971	0.001041949
1003.900024	0.00104428
1004.080017	0.001061459
1004.26001	0.001032126
1004.440002	0.001079992
1004.619995	0.000992601
1004.799988	0.00110672
1004.97998	0.00105712
1005.159973	0.001071581
1005.339966	0.001033767
1005.52002	0.000999709
1005.700012	0.001057769
1005.880005	0.001070899
1006.059998	0.001038107
1006.23999	0.001035223
1006.419983	0.001042534
1006.599976	0.00102362
1006.779968	0.001043476
1006.960022	0.001071848
1007.140015	0.001039728
1007.320007	0.000996507
1007.5	0.001039263
1007.679993	0.000999275
1007.859985	0.001044034
1008.039978	0.001028035
1008.219971	0.001061743
1008.400024	0.001084741
1008.580017	0.000982247
1008.76001	0.001068842
1008.940002	0.001035771
1009.119995	0.001068856
1009.299988	0.00101733
1009.47998	0.001057025
1009.659973	0.001057077
1009.839966	0.001021984
1010.02002	0.001078474
1010.200012	0.001010287
1010.380005	0.001046012
1010.559998	0.001069935
1010.73999	0.001091581
1010.919983	0.001082458
1011.099976	0.001049623
1011.279968	0.001008758
1011.460022	0.001061655
1011.640015	0.001036433
1011.820007	0.001091169
1012	0.00103453
1012.179993	0.001042201
1012.359985	0.001072914
1012.539978	0.001080543
1012.719971	0.001055505
1012.900024	0.0010954
1013.080017	0.001063777
1013.26001	0.00100686
1013.440002	0.001055812
1013.619995	0.001061798
1013.799988	0.00103834
1013.97998	0.001083383
1014.159973	0.001094221
1014.339966	0.001054585
1014.52002	0.001032142
1014.700012	0.001110274
1014.880005	0.001079545
1015.059998	0.001056533
1015.23999	0.001126575
1015.419983	0.001076692
1015.599976	0.001067944
1015.779968	0.001103777
1015.960022	0.001080891
1016.140015	0.001075012
1016.320007	0.001073042
1016.5	0.001088489
1016.679993	0.001073546
1016.859985	0.001112775
1017.039978	0.001140319
1017.219971	0.001072424
1017.400024	0.001112231
1017.580017	0.001099759
1017.76001	0.001066264
1017.940002	0.001084516
1018.119995	0.001139628
1018.299988	0.001110747
1018.47998	0.001114831
1018.659973	0.001075255
1018.839966	0.001148937
1019.02002	0.001118201
1019.200012	0.001067133
1019.380005	0.001148997
1019.559998	0.00115031
1019.73999	0.001171261
1019.919983	0.001179374
1020.099976	0.001110137
1020.279968	0.001092398
1020.460022	0.001129818
1020.640015	0.001112109
1020.820007	0.001120622
1021	0.001101115
1021.179993	0.001129068
1021.359985	0.001138595
1021.539978	0.001119799
1021.719971	0.001185175
1021.900024	0.001147732
1022.080017	0.001137826
1022.26001	0.001181345
1022.440002	0.001135787
1022.619995	0.001173218
1022.799988	0.001182747
1022.97998	0.001155007
1023.159973	0.001194234
1023.339966	0.001154737
1023.52002	0.001197823
1023.700012	0.001196765
1023.880005	0.001192033
1024.059937	0.001159698
1024.23999	0.001189573
1024.420044	0.001186183
1024.599976	0.00123164
1024.780029	0.001235596
1024.959961	0.001196289
1025.140015	0.001258943
1025.319946	0.001193198
1025.5	0.001181677
1025.680054	0.001189784
1025.859985	0.00121909
1026.040039	0.001210079
1026.219971	0.001205963
1026.400024	0.001218077
1026.579956	0.001222397
1026.76001	0.001243878
1026.939941	0.001221299
1027.119995	0.00122858
1027.300049	0.001219198
1027.47998	0.001231811
1027.660034	0.00121818
1027.839966	0.001216856
1028.02002	0.001246053
1028.199951	0.001268112
1028.380005	0.001283012
1028.559937	0.001207071
1028.73999	0.001233249
1028.920044	0.001211238
1029.099976	0.00121599
1029.280029	0.001258254
1029.459961	0.001259895
1029.640015	0.001244633
1029.819946	0.001237458
1030	0.001254819
1030.180054	0.001230219
1030.359985	0.00125578
1030.540039	0.001204196
1030.719971	0.001184454
1030.900024	0.001234853
1031.079956	0.0011942
1031.26001	0.001185481
1031.439941	0.001212456
1031.619995	0.001195999
1031.800049	0.001209034
1031.97998	0.001203278
1032.160034	0.001206006
1032.339966	0.001153227
1032.52002	0.001158697
1032.699951	0.001157134
1032.880005	0.001182119
1033.059937	0.001162973
1033.23999	0.001198646
1033.420044	0.00113021
1033.599976	0.001202295
1033.780029	0.00122105
1033.959961	0.001144834
1034.140015	0.001195576
1034.319946	0.001192537
1034.5	0.001138256
1034.680054	0.001151978
1034.859985	0.001150782
1035.040039	0.00118024
1035.219971	0.001185824
1035.400024	0.001182122
1035.579956	0.00115219
1035.76001	0.001113629
1035.939941	0.001160594
1036.119995	0.001147992
1036.300049	0.001144162
1036.47998	0.001160786
1036.660034	0.001142017
1036.839966	0.001140887
1037.02002	0.001110104
1037.199951	0.001108856
1037.380005	0.001150741
1037.559937	0.001140266
1037.73999	0.001124696
1037.920044	0.001116344
1038.099976	0.001102131
1038.280029	0.001145614
1038.459961	0.001086911
1038.640015	0.001125087
1038.819946	0.001111633
1039	0.001114641
1039.180054	0.001126432
1039.359985	0.001118325
1039.540039	0.001092696
1039.719971	0.001114939
1039.900024	0.001132979
1040.079956	0.001085632
1040.26001	0.001150456
1040.439941	0.001084908
1040.619995	0.001110035
1040.800049	0.001131174
1040.97998	0.001104816
1041.160034	0.001084218
1041.339966	0.001056991
1041.52002	0.001105049
1041.699951	0.001106085
1041.880005	0.001081428
1042.059937	0.001083514
1042.23999	0.001091654
1042.420044	0.001089121
1042.599976	0.001114315
1042.780029	0.001075424
1042.959961	0.001073753
1043.140015	0.001117785
1043.319946	0.00110843
1043.5	0.001110614
1043.680054	0.001099984
1043.859985	0.001061327
1044.040039	0.001042838
1044.219971	0.001070212
1044.400024	0.00109583
1044.579956	0.001096856
1044.76001	0.001069926
1044.939941	0.001099024
1045.119995	0.00109553
1045.300049	0.001106922
1045.47998	0.001075355
1045.660034	0.001065372
1045.839966	0.001125402
1046.02002	0.001050527
1046.199951	0.001077032
1046.380005	0.001046038
1046.559937	0.001087735
1046.73999	0.001088386
1046.920044	0.001068852
1047.099976	0.001073193
1047.280029	0.001056577
1047.459961	0.001084282
1047.640015	0.001072075
1047.819946	0.001065486
1048	0.001069836
1048.180054	0.001062863
1048.359985	0.001042337
1048.540039	0.00104663
1048.719971	0.001088097
1048.900024	0.001077095
1049.079956	0.00108257
1049.26001	0.001056949
1049.439941	0.001024444
1049.619995	0.001089255
1049.800049	0.0010503
1049.97998	0.001089021
1050.160034	0.001092153
1050.339966	0.001059805
1050.52002	0.001086049
